,comments,sentiments,clean_comments
2240,"As a young private school teacher, I have always not understood the way the whole education system of either private or government run schools. There was this one student who suddenly said, "" See, we are buying education."" while I was distributing the bills in the classroom. I was left speechless. Unlike those who go to abroad for further education, I've chosen to become a teacher and I'm pursuing this career with loyalty and diligence. I come from a government school and I know there is students in rural areas of Nepal who really, genuinely need good teachers. I am still woking on becoming the best at what I'm doing. At the same time, I hope there will be better policies and system regarding the education by those in power and authority. Just imagine, how amazing it would be if only the education sector in Nepal was just practical!",1,young private school teacher always understood way whole education system either private government run school one student suddenly say see buying education distribute bill classroom leave speechless unlike go abroad education ive choose become teacher im pursue career loyalty diligence come government school know student rural area nepal really genuinely need good teacher still woking become best im time hope good policy system regard education power authority imagine amaze would education sector nepal practical
2241,Yes yes yes this is one of the most needed topic to be talked about. Kudos to you dai for bringing this up. Private schools aren't what we see. There is high level of black money invested. Te**rism money invested. Appreciation to this team,0,yes yes yes one need topic talk kudos dai bring private school arent see high level black money invest terism money invest appreciation team
2242,Quality contents to the point! And I think the root problem is corruption where private expensive and luxury school owners and shareholders do anything to degrage government schools! Education and health instituions are doing bloody business here,0,quality content point think root problem corruption private expensive luxury school owner shareholder anything degrage government school education health instituions bloody business
2243,"Awareness is the first step to change. Thanks for the good content. 
Those parents who can afford, it's a subject of pride to them. Just to satisfy their ego and maintain their social position typically every layer of society does that. The vulnerable ones are the low income families who can't find affordable good education institutions. How can it be solved? What Parents and Students can do? It's not like committees for change weren't formed or they haven't tried.  How can it be changed? Who can change ? Unless the Governing Bodies are out of influence of national politics, greedy business minded individuals and have dedicated individuals for betterment of education, academic institutions will continue to stress parents (It's easy to say and everybody knows it).  Are there any ways to change the Education System without involving government sold out to corruption and greed?  Share your practical opinion please.",1,awareness first step change thanks good content parent afford subject pride satisfy ego maintain social position typically every layer society vulnerable one low income family cant find affordable good education institution solve parent student like committee change werent form havent try change change unless govern body influence national politics greedy business mind individual dedicate individual betterment education academic institution continue stress parent easy say everybody know way change education system without involve government sell corruption greed share practical opinion please
2244,"This video, while it is only etching on the surface of the problems with education in Nepal, got me wondering about a lot of things. As an educator myself, I have always been focused on the issues Nepali schools, public and private alike, have had in terms of what is the purpose of education after all, but this video was a good reflection of the businessworld of schooling. Something that haunts me about prominent private schools in Nepal is their connections with some of Nepal's big political leaders and their vested interests that keep public education from improving.",1,video etch surface problem education nepal get wonder lot thing educator always focus issue nepali school public private alike term purpose education video good reflection businessworld school something haunt prominent private school nepal connection nepal big political leader vest interest keep public education improve
2245,"Very well researched video I'm glad someone made a video regarding it, this is also one of the biggest factors why people tend to move to abroad, it cost more money to raise a kid here than  in first world countries, how will a normal individual raise a child here let alone provide good education(where public schools are not upto the level) with wage rate of this country, this education institution  is a business as a whole...especially in college level they don't promote their institution on the basis of what education what subjects what degree they provide but rather it's how much fun they can provide their students, the lifestyle and such which means fuck all compared to what the main goal the education institution should stand for.",1,well research video im glad someone make video regard also one big factor people tend move abroad cost money raise kid first world country normal individual raise child let alone provide good educationwhere public school upto level wage rate country education institution business wholeespecially college level dont promote institution basis education subject degree provide rather much fun provide student lifestyle mean fuck compare main goal education institution stand
2246,"Your research is an eye opener. I really appreciate your dedication and hard work that you put on in collecting information.  
I think, Out of many countless factors, Corruption followed by greed, poor judicial system and absence of control mechanism are  prime factors for deteriorating the education system.",1,research eye opener really appreciate dedication hard work put collect information think many countless factor corruption follow greed poor judicial system absence control mechanism prime factor deteriorate education system
2247,"Hats off bro!! Banger content. Most people don't realize this tara dherai nai serious issue ho yo jasto lagchha malai. Dherai family haru ko lagi aafno children ko lagi quality education dina untenable nai hune awastha aaisakyo. It's only getting worse from here. Big salute to you for bringing this issue to light, and for a very well researched and presented video.
On another note, I have a topic suggestion. You could do one on our traffic problem, lack of quality public transportation system, and the cartels/syndicates that run the so called 'public buses'.",1,hat bro banger content people dont realize tara dherai nai serious issue ho yo jasto lagchha malai dherai family haru ko lagi aafno child ko lagi quality education dina untenable nai hune awastha aaisakyo get bad big salute bring issue light well research present video another note topic suggestion could one traffic problem lack quality public transportation system cartelssyndicates run call public bus
2248,Extremely well researched and well put on content together.. proud of this team,1,extremely well research well put content together proud team
2249,Exactly my opinion towards private school; thanks bro for excellent content; you are quality contain creator trying to educate everyone through contain ,1,exactly opinion towards private school thanks bro excellent content quality contain creator try educate everyone contain
2250,"1. The Nepali Comment
2. Nepali Gyan 
3. In Depth Story
4. Misguided Nepal ️",1,1 nepali comment 2 nepali gyan 3 depth story 4 misguide nepal
2251,The level of hard work and dedication you put towards every video is just on next level.  Thanks for this content. Hope it can reach to somewhere where it can be addressed and resolved,1,level hard work dedication put towards every video next level thanks content hope reach somewhere address resolve
2252,"Hello, I appreciate your work.
Still, there are lots of things that you guys have to do in this field. So, if possible, try to deliver content quickly.
My suggestion for the next video project is Inflation in Nepal as a result of policy and overall problems (beyond this INR 10 buying NRS 20 ""crazy double?"") and some solutions.

-@SWASTHYA SANDESH",1,hello appreciate work still lots thing guy field possible try deliver content quickly suggestion next video project inflation nepal result policy overall problem beyond inr 10 buying nrs 20 crazy double solution swasthya sandesh
2253,This video is awesome and I wish more people in the policy making level care to think this way. One more thing is that I think we will not have teachers who will be willing to teach in coming future.,1,video awesome wish people policy make level care think way one thing think teacher willing teach come future
2254,You should also make video on colleges providing bachelor degrees affiliated to foreign university. Their average fee is around 10 to 15 lakhs.,0,also make video college provide bachelor degree affiliate foreign university average fee around 10 15 lakh
2255,"Yes, every private schools are focused on money but there is an exception.
We have Rs 100 monthly fee from PG to grade 10. 
The name is SAMATA SHIKSHYA NIKETAN
#EducationForAll",1,yes every private school focus money exception rs 100 monthly fee pg grade 10 name samata shikshya niketan educationforall
2256,"Since you have dig this deep ( Kudos to you ), let's dig deeper and find schools that are actually providing real education without ripping off parents' pocket. 

If any of the viewers of this great content have encountered these gems like schools then please mention.",0,since dig deep kudos let dig deep find school actually provide real education without rip parent pocket viewer great content encounter gem like school please mention
2257,"Thank you for bringing this up! This is one of the biggest issue Nepal is facing along with health.
I remember the early years of KP Oli's second tenure. He tried to abolish two cartels. First the transportation syndicate, which he did. Second, the education syndicate. He had his minister create a report and it did come. But Oli couldn't move ahead with it. The pressure from inside his party was so strong he had to change the education minister. Another good thing he did early on, stopping the ""kitta kat"" of agricultural land. Which again got repelled after he was weakened from within. In all this, I'm not saying Oli is great but these decisions were. But even such a character couldn't stand the pressure it invited. So, how do we as citizens change it?",1,thank bring one big issue nepal face along health remember early year kp olis second tenure try abolish two cartel first transportation syndicate second education syndicate minister create report come oli couldnt move ahead pressure inside party strong change education minister another good thing early stopping kitta kat agricultural land get repel weaken within im say oli great decision even character couldnt stand pressure invite citizen change
2258,Been working for education of rural side chidren since last 2 years. From my recent experinece I can guarantee there’s huge difference in terms of resources and exposure. Some government schools do have resources but no exposure in such way there will be huge difference in upcoming days. We are working on a project named Gyan! Lets work together to come up with a solution!,1,work education rural side chidren since last 2 year recent experinece guarantee there s huge difference term resource exposure government school resource exposure way huge difference upcoming day work project name gyan let work together come solution
2259,"Comparing  most of the private school with our school .It is completely different. It has most of the facilities that anyone can  access like  science lab ,computer lab and many more with humble and friendly teachers and education system is also good .This makes me soo happy and more motivated.",1,compare private school school completely different facility anyone access like science lab computer lab many humble friendly teacher education system also good make soo happy motivate
2260,Thank you brother for this incentive about         showing the harsh reality of Nepal. Appreciate people like u who r endeavoring in helping to make a better Nepal. Thank You,1,thank brother incentive show harsh reality nepal appreciate people like u r endeavor help make good nepal thank
